AssosciatedSharedBridgeId,BridgeId,TenantId,AssignedBridgeCount
31ecd40f-5c83-495a-8b65-5267aa3253bf,0002fcdc41744bc7aaf07b0be6767d4b,16a894c4-4f1a-40e7-944a-bbbf135ea60f,2300
00000000-0000-0000-0000-000000000000,00031675f812478e9b3f285130a354e4,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
0ac29afa-a3f7-4555-8d15-1b237a3b7985,000344d7813a426c8bd0d9c28563e341,63a465a1-4f8e-4579-babd-ffc12d60d0b5,2300
00000000-0000-0000-0000-000000000000,000388d139bd4452af15d183a01724a8,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
00000000-0000-0000-0000-000000000000,00038ee1e5e14868991dc41eac9d8394,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
366ac24b-b2d4-47c1-bb19-69ae23c763bb,0003dad5be3d48d0bcb4a90f8423fec3,7f586f10-cd61-4720-bd07-8925c3197323,2300
d66f3bf1-3ec5-4f97-8b98-e0a645d0f817,0003f3e80d324d779c5373846067a5e7,92ccb678-dcca-47e9-ad2c-236cf06ab6b6,2300
00000000-0000-0000-0000-000000000000,0003ff998e854d35b5f1b516c6e4d7de,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
33213528-861d-4db1-9bee-99c02ba5ca4e,00040338b1324828a0d542d2afbaafa1,df5b1c06-dc68-4d58-8cb8-b0729f92cac2,2300
00000000-0000-0000-0000-000000000000,00044edceec848038ed9e7de084edd7c,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
00000000-0000-0000-0000-000000000000,00045d9716654fd1b3ac4b269744f447,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
00000000-0000-0000-0000-000000000000,00048dc8d2884403bde2b8fc0e5fc5fa,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
00000000-0000-0000-0000-000000000000,00049ea032444dcbb546fd3ccebb7e46,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
00000000-0000-0000-0000-000000000000,0004c0ad3658402dbc2b163ffbb6861a,afce1664-e8c0-477e-a5df-002b2a288bb9,2300
e6ad59fb-6e01-412d-af1e-1bf7ce13f120,0004c289bb6a4ce0b4f562194ce765a8,7af4641d-7bac-422b-beff-c16ea3dd3226,2300
2fcf0782-1016-42eb-9cc8-7a31a2690b75,0004d83e92914627b4977b7aeb0c7bb7,cd557d7f-3c15-4f28-9431-afb3228b6419,2299
d9bd1bfb-6cda-4691-a438-d0f1641087b0,000505054d534fd986f47b9b1d96018c,4576c5d9-5116-47a3-80c9-cc3eee950210,2299
00000000-0000-0000-0000-000000000000,000535a5cd1545719c2fa85851288e34,afce1664-e8c0-477e-a5df-002b2a288bb9,2299
00000000-0000-0000-0000-000000000000,00053f69374a47a496108370ddc56a97,afce1664-e8c0-477e-a5df-002b2a288bb9,2298
6671fe28-1456-4426-9ce2-8d1c5c856f4f,00054f7731a64c69bf67774b9d19a79b,686335a3-d5d4-4ef5-8491-96554f219b67,2298
9a851445-76f8-4389-bc4e-d3df1865a658,000550138d264d208286f2405e8fa545,33e878e7-ae60-4db4-8444-97b46aebc35d,2295
00000000-0000-0000-0000-000000000000,0005a6637c4d451ab367e7fcbc0e0bf3,afce1664-e8c0-477e-a5df-002b2a288bb9,2290
31ecd40f-5c83-495a-8b65-5267aa3253bf,0005ad7e88f8421990401c22f6cdaaa3,2fe87e06-07d1-4e6d-a656-18cf80dd8065,2206
0648b019-b5ca-44df-a18e-c8907750ff0e,0005ee49e3f943d790d99b481e51a376,e2a78afe-79fa-4fbd-824f-9d1ef0ffd8a2,2188
5ffa7db7-e940-4084-aee7-96e8f757e078,0005f7daf3f7464baedd5df58bd07163,e8d3db07-4000-47ea-9d3f-1dd822fb6feb,2173
00000000-0000-0000-0000-000000000000,0006972435c84f7490202378ada973e1,afce1664-e8c0-477e-a5df-002b2a288bb9,2169
00000000-0000-0000-0000-000000000000,0006976b834643aa8a37e7363c326bfc,afce1664-e8c0-477e-a5df-002b2a288bb9,2165
d406d3b1-e48b-47cf-b4fb-dde7be5c1499,0006b05864c64c729e7a82f1e05b69cc,afbb4e09-5652-4817-9335-cd1413fac95a,2146
878bb034-2b41-4978-b909-abb9e1736ec2,0006c0ca4e824088b2461e724a5d65c3,f328abe3-fbb5-47bf-b25f-1b4d0dfff016,2141
00000000-0000-0000-0000-000000000000,0007333f99be482989c82e10abdf3f3c,afce1664-e8c0-477e-a5df-002b2a288bb9,2140
9a851445-76f8-4389-bc4e-d3df1865a658,000749ff74af4ef882c37dfea30d670c,7511205f-c534-41c1-8d82-aa0f46f169f4,2139
000131f7-5b97-439e-b907-eab74d0cc918,0007be61c9c44a58b11323d55735b1af,4a6538b4-cba8-4672-a21c-1fed37a5832c,2133
b2e94266-68b9-47da-ae26-d341927059a9,0007be78ce97454194e9b2f262051061,4451d2cd-d9cf-4901-bd90-8b5962cdaf7e,2125
93062050-acba-4cf5-b8a3-ac17832b21bb,0007f11d1acc400e843173e7fcb2fdb7,b3f3024f-12bc-4e97-9b86-3a1ce4f4b91b,2000
ee1b6387-5643-4161-a56d-97448ecf2555,0007fb784bc145989a550fbab9194a78,fbc615cb-cb78-408d-94bb-626fcdafb6e0,1909
00000000-0000-0000-0000-000000000000,0008022d78fc4cb291d325fd1c39eaa9,afce1664-e8c0-477e-a5df-002b2a288bb9,1887
f0331d81-8f04-4285-b6dd-3dcbae83f7c6,00082f59a0364056b640265f50577243,2d6b7573-791b-4a4e-b4c7-6f93c02de848,1882
2fcf0782-1016-42eb-9cc8-7a31a2690b75,00083af36434428bb7b2cc7c67209dec,60078099-c063-4753-8802-70ffa93cdcbe,1877
d876ffb8-fce8-4c63-916b-c60aefd1ecf9,0008521118824f028aa083823b85ca65,1e78932e-6605-475f-9950-8b01a17e86ee,1858
00000000-0000-0000-0000-000000000000,0008552e8d2941f4a982d1349265cf39,afce1664-e8c0-477e-a5df-002b2a288bb9,1815
8309009d-7ea5-47eb-abe8-bcc01debd7e4,000872df43df497ebe2ecf4300c3956d,a705dd9b-e4b7-4b2c-9a5f-22d57d69af06,1804
00000000-0000-0000-0000-000000000000,00087b67347d4d32af4267b69afd96b8,afce1664-e8c0-477e-a5df-002b2a288bb9,1786
18f5a0cb-cc3a-444e-ab24-366fcf6c6303,0008991ca0684928b17456670e5e4b99,bda0c9b8-0b67-4bd6-b2b1-c40be594f026,1661
a9ccde9e-b952-4242-b928-327fa39d795a,0008bba51b5b49c5a32982b5fdfd4343,3d6e2474-8d02-4324-98cf-0438d08250c5,1594
0bfef548-89c4-456a-b102-c1ce1b5c059d,000947e645c54bc5a42062af86f111b1,76f57706-7d62-4195-9801-c00d79256df5,1582
009f80ba-858f-429c-9c60-b6a6397a91b7,00097ccddf30437b8c22f93457265b00,d9b6130f-d46b-4b40-ae08-6f5f4425e471,1581
7002b6eb-dc6a-43fe-b7a2-6be0384287fa,000989cacac44b928f311cbe7802be60,bb3b0f70-0fec-413a-b3f0-a6ab381316bc,1516
116792f9-ecc6-4edb-afa7-e14383e2a9df,0009da31018f4c13920ac3c3739aabcd,e9e91d9a-6f81-4eb6-a568-39cbc2ac844e,1492
00000000-0000-0000-0000-000000000000,0009f1788e934ccfa9bf2f45702c0464,afce1664-e8c0-477e-a5df-002b2a288bb9,1376
26b1ccd5-1d7c-47b2-8987-23f951507d92,0009fb3696e94902a48a92585a4d74c2,fea41928-f7b4-40d6-848d-7ac7334b942e,1354
4c4c543f-44a8-4621-9e62-d7bf195d0795,000a8dfbf59f4c3083920c3166825647,de377afa-79f6-4758-b566-a9a9bc4a22b0,1350
a58b3994-9adb-459d-b9e8-0c0bffdbf9ce,000a915f7483428287aa681fd3d60be6,1da52c3f-1317-47fc-a262-88d887839b93,1322
d8416ef2-1936-438d-881c-0f121aa76840,000acc75dc7f4fa790adf5b31f00a0cb,463cbd55-64ce-443d-8239-d46884191bc2,1298
dd703713-d638-4b27-9feb-c4405aec3944,000ae8889ef84ca399ba9c0073aebdc4,23aaa11b-3f8c-43db-bd0d-f8b5da09733d,1285
1ad99591-167a-4a92-8333-e2a60eb9dacd,000af52a2e8b4e51903dbcb3af91bdca,977cc6db-2e20-461f-8e08-1a4f3ba4dafc,1276
18f5a0cb-cc3a-444e-ab24-366fcf6c6303,000b2aa761684171935b9c0b00aa000d,c814b773-805d-49c3-9184-7ae7e8515efe,1273
31ecd40f-5c83-495a-8b65-5267aa3253bf,000b5c58d48445388da0bf454e503807,c51ba089-7a24-453e-97cd-ab20ab840643,1270
00000000-0000-0000-0000-000000000000,000b691705e44380a9c1c0a2c6470aaf,afce1664-e8c0-477e-a5df-002b2a288bb9,1262
a08c2d79-f103-4f2d-8021-e2655c64783b,000b9491de2542bfbc9cc60d01fb05f0,8163b18b-6a20-4801-8106-e74bda1f568c,1255
00000000-0000-0000-0000-000000000000,000b9ae6a23d445a9db14aff14aa1755,afce1664-e8c0-477e-a5df-002b2a288bb9,1252
7002b6eb-dc6a-43fe-b7a2-6be0384287fa,000bc0e8b5c7444d80df26dc4ddd8f49,019b2418-5697-473a-bdad-315621a66131,1250
00000000-0000-0000-0000-000000000000,000bdf34c2d94825925ac91e53ef52dd,afce1664-e8c0-477e-a5df-002b2a288bb9,1235
59ec2672-d41c-49e5-85e3-8f7b74ad7e2c,000be6d14403435c89ba36e04d8b4292,7db577c0-eb64-403c-b732-f12e55469e1a,1234
5344d259-3341-4363-99f2-877e895f519b,000be6fff1d54a049e20e16224728a06,fe68fbcd-459e-4317-b82f-d185ac6edc70,1216
00000000-0000-0000-0000-000000000000,000be87e9cb640e09403d67b90a80a2a,ebb7ad66-4c66-47bb-9658-6a2c26d4249a,1204
fd76500e-6830-4fd3-bfac-f97fa511c1de,000bf093f9094009b72b3ae1e834bb0d,32413dca-7eb2-426f-964e-47f9865c670e,1201
96025a40-da41-4fb0-80c2-ba5aae1af2bd,000bfed1a4ac4243b3c7bb619925e283,bbfc6700-c574-41c9-929e-cdc8b8e4ddb1,1199
